"","Date","Year","Month","Day_num","Day","DayNight","ParkID","game_result","opponent","home_away","bal_runs","bal_BA","bal_AB","bal_H","bal_doubles","bal_triples","bal_HR","bal_RBI","bal_sac_hits","bal_sac_fly","bal_HBP","bal_BB","bal_IBB","bal_hitters_K","bal_SB","bal_CS","bal_GDP","bal_LOB","bal_num_pitchers","bal_team_ER","bal_WP","bal_balks","bal_assists","bal_errors","bal_pass_balls","bal_double_play","bal_triple_play","opp_runs","opp_BA","opp_AB","opp_H","opp_doubles","opp_triples","opp_HR","opp_RBI","opp_sac_hits","opp_sac_fly","opp_HBP","opp_BB","opp_IBB","opp_hitters_K","opp_SB","opp_CS","opp_GDP","opp_LOB","opp_num_pitchers","opp_team_ER","opp_WP","opp_balks","opp_assists","opp_errors","opp_pass_balls","opp_douple_play","opp_triple_play","city","bird_season","lat","long","range_flag"
"1",20120601,"2012","06","01","Fri","N","STP01","Loss","TBA","Away",0,0.219,32,7,0,0,0,0,0,0,0,2,0,8,0,0,1,7,4,5,1,0,10,0,0,2,0,5,0.276,29,8,1,0,1,5,1,0,0,4,0,8,0,0,2,5,4,0,0,0,10,0,0,2,0,"Tampa","Breeding",27.9477595,-82.458444,"In Range"
"2",20120602,"2012","06","02","Sat","D","STP01","Win","TBA","Away",2,0.156,32,5,2,0,1,1,0,0,0,1,0,11,1,0,0,5,3,1,1,0,12,1,0,1,0,1,0.069,29,2,1,0,0,1,0,0,0,4,0,7,0,1,1,5,5,1,0,0,5,2,0,0,0,"Tampa","Breeding",27.9477595,-82.458444,"In Range"
"3",20120603,"2012","06","03","Sun","D","STP01","Loss","TBA","Away",4,0.308,39,12,1,0,2,4,0,0,0,3,0,8,0,0,1,11,5,7,1,0,8,3,0,0,0,8,0.207,29,6,2,0,0,6,0,2,0,4,0,7,0,0,0,3,4,3,0,0,9,1,0,1,0,"Tampa","Breeding",27.9477595,-82.458444,"In Range"
"4",20120605,"2012","06","05","Tue","N","BOS07","Win","BOS","Away",8,0.357,42,15,1,1,0,8,1,1,0,3,1,8,1,0,2,9,5,5,1,0,11,1,1,0,0,6,0.289,38,11,1,0,1,5,1,2,0,5,1,11,0,1,0,10,4,6,1,0,15,1,0,2,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"5",20120606,"2012","06","06","Wed","N","BOS07","Win","BOS","Away",2,0.167,30,5,0,0,0,2,0,0,0,0,0,5,0,0,2,1,3,1,0,0,8,0,0,0,0,1,0.219,32,7,1,0,0,1,1,1,0,2,0,7,0,0,0,8,2,2,0,0,13,0,0,2,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"6",20120607,"2012","06","07","Thu","N","BOS07","Loss","BOS","Away",0,0.138,29,4,1,0,0,0,0,0,2,1,0,6,0,0,3,5,4,6,0,0,7,2,0,0,0,7,0.273,33,9,4,0,0,6,0,0,0,7,0,3,0,0,0,9,1,0,0,0,12,1,0,3,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"7",20120608,"2012","06","08","Fri","N","BAL12","Loss","PHI","Home",6,0.25,36,9,2,0,2,6,0,0,0,2,0,11,0,0,1,5,4,9,0,0,10,1,0,0,0,9,0.308,39,12,4,1,2,9,0,0,1,0,0,11,1,0,0,4,4,6,0,0,9,1,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"8",20120609,"2012","06","09","Sat","D","BAL12","Win","PHI","Home",6,0.178,45,8,0,0,1,5,0,0,1,3,0,10,0,0,0,10,5,4,0,0,18,1,0,4,0,4,0.283,46,13,0,0,3,4,0,0,0,1,0,3,0,0,4,7,5,3,0,0,9,4,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"9",20120610,"2012","06","10","Sun","D","BAL12","Win","PHI","Home",5,0.243,37,9,2,0,1,5,0,0,0,3,0,12,0,0,1,7,4,4,1,0,12,0,0,0,0,4,0.211,38,8,0,0,0,3,0,0,2,5,0,5,1,0,0,11,3,4,0,0,2,1,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"10",20120612,"2012","06","12","Tue","N","BAL12","Win","PIT","Home",8,0.405,37,15,1,0,3,8,0,1,0,3,0,4,0,0,2,9,4,6,0,0,10,1,0,0,0,6,0.278,36,10,2,0,2,6,0,1,0,3,0,8,2,0,0,7,4,7,0,0,9,2,0,2,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
