"","Date","Year","Month","Day_num","Day","DayNight","ParkID","game_result","opponent","home_away","bal_runs","bal_BA","bal_AB","bal_H","bal_doubles","bal_triples","bal_HR","bal_RBI","bal_sac_hits","bal_sac_fly","bal_HBP","bal_BB","bal_IBB","bal_hitters_K","bal_SB","bal_CS","bal_GDP","bal_LOB","bal_num_pitchers","bal_team_ER","bal_WP","bal_balks","bal_assists","bal_errors","bal_pass_balls","bal_double_play","bal_triple_play","opp_runs","opp_BA","opp_AB","opp_H","opp_doubles","opp_triples","opp_HR","opp_RBI","opp_sac_hits","opp_sac_fly","opp_HBP","opp_BB","opp_IBB","opp_hitters_K","opp_SB","opp_CS","opp_GDP","opp_LOB","opp_num_pitchers","opp_team_ER","opp_WP","opp_balks","opp_assists","opp_errors","opp_pass_balls","opp_douple_play","opp_triple_play","city","bird_season","lat","long","range_flag"
"1",20150601,"2015","06","01","Mon","N","HOU03","Loss","HOU","Away",2,0.219,32,7,1,1,0,2,0,0,0,2,0,8,0,1,1,5,4,5,0,0,7,0,0,0,0,5,0.31,29,9,1,0,1,5,0,1,1,4,0,10,1,0,0,6,4,2,0,0,15,0,0,1,0,"Houston","Breeding",29.7589382,-95.3676974,"Out of Range"
"2",20150602,"2015","06","02","Tue","N","HOU03","Loss","HOU","Away",4,0.219,32,7,0,1,0,4,0,0,0,2,0,9,0,0,1,3,4,6,0,0,10,0,0,1,0,6,0.273,33,9,1,0,2,6,0,0,1,3,0,9,0,0,1,7,3,4,0,0,8,0,0,2,0,"Houston","Breeding",29.7589382,-95.3676974,"Out of Range"
"3",20150603,"2015","06","03","Wed","N","HOU03","Loss","HOU","Away",1,0.129,31,4,1,1,0,1,0,0,0,0,0,11,0,0,0,3,2,3,0,0,6,0,0,1,0,3,0.148,27,4,0,0,3,3,0,0,0,0,0,10,0,0,1,0,1,1,0,0,9,0,0,0,0,"Houston","Breeding",29.7589382,-95.3676974,"Out of Range"
"4",20150604,"2015","06","04","Thu","D","HOU03","Win","HOU","Away",3,0.242,33,8,0,0,1,3,0,0,0,2,0,10,1,0,2,5,3,2,1,0,1,1,0,0,0,2,0.161,31,5,2,0,1,2,0,1,0,4,0,14,1,0,0,7,4,3,0,0,10,0,0,2,0,"Houston","Breeding",29.7589382,-95.3676974,"Out of Range"
"5",20150605,"2015","06","05","Fri","N","CLE08","Win","CLE","Away",5,0.324,34,11,1,1,1,5,0,1,0,1,0,7,0,1,2,4,3,2,0,0,12,0,1,1,0,2,0.212,33,7,1,0,0,2,0,0,0,4,0,6,0,0,1,8,4,5,0,0,8,0,0,2,0,"Cleveland","Breeding",41.4996574,-81.6936772,"In Range"
"6",20150606,"2015","06","06","Sat","D","CLE08","Loss","CLE","Away",1,0.207,29,6,1,0,1,1,1,0,0,2,0,12,0,0,2,4,3,2,0,0,7,0,0,3,0,2,0.259,27,7,2,0,0,2,1,0,0,8,0,9,1,0,2,10,3,1,0,0,10,0,0,2,0,"Cleveland","Breeding",41.4996574,-81.6936772,"In Range"
"7",20150607,"2015","06","07","Sun","D","CLE08","Win","CLE","Away",7,0.3,40,12,1,1,2,7,0,1,0,3,0,11,0,0,0,10,6,3,0,0,6,0,0,0,0,3,0.25,36,9,4,0,0,3,0,0,1,3,0,12,0,0,0,10,6,6,2,0,7,2,1,0,0,"Cleveland","Breeding",41.4996574,-81.6936772,"In Range"
"8",20150609,"2015","06","09","Tue","N","BAL12","Win","BOS","Home",1,0.185,27,5,1,0,0,0,1,0,1,3,0,8,0,0,1,7,4,0,0,0,12,0,0,1,0,0,0.161,31,5,2,0,0,0,0,0,1,4,0,6,0,0,1,9,3,1,1,0,10,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"9",20150610,"2015","06","10","Wed","N","BAL12","Win","BOS","Home",5,0.323,31,10,2,0,0,5,0,1,0,2,0,9,0,0,1,5,3,2,0,0,11,0,0,1,0,2,0.226,31,7,2,0,0,2,0,0,0,1,0,10,0,0,1,3,3,5,0,0,8,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"10",20150611,"2015","06","11","Thu","N","BAL12","Win","BOS","Home",6,0.312,32,10,2,0,3,6,0,1,0,2,0,5,0,0,0,5,4,5,0,0,9,0,0,0,0,5,0.235,34,8,2,0,1,5,0,1,0,2,0,6,0,0,0,5,3,5,0,0,12,1,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
