"","Date","Year","Month","Day_num","Day","DayNight","ParkID","game_result","opponent","home_away","bal_runs","bal_BA","bal_AB","bal_H","bal_doubles","bal_triples","bal_HR","bal_RBI","bal_sac_hits","bal_sac_fly","bal_HBP","bal_BB","bal_IBB","bal_hitters_K","bal_SB","bal_CS","bal_GDP","bal_LOB","bal_num_pitchers","bal_team_ER","bal_WP","bal_balks","bal_assists","bal_errors","bal_pass_balls","bal_double_play","bal_triple_play","opp_runs","opp_BA","opp_AB","opp_H","opp_doubles","opp_triples","opp_HR","opp_RBI","opp_sac_hits","opp_sac_fly","opp_HBP","opp_BB","opp_IBB","opp_hitters_K","opp_SB","opp_CS","opp_GDP","opp_LOB","opp_num_pitchers","opp_team_ER","opp_WP","opp_balks","opp_assists","opp_errors","opp_pass_balls","opp_douple_play","opp_triple_play","city","bird_season","lat","long","range_flag"
"1",20200724,"2020","07","24","Fri","N","BOS07","Loss","BOS","Away",2,0.194,31,6,3,0,1,2,0,0,2,1,0,8,0,0,2,5,4,13,2,0,7,0,0,0,0,13,0.425,40,17,8,0,0,13,0,0,0,7,0,9,0,0,0,10,3,2,0,0,13,1,0,3,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"2",20200725,"2020","07","25","Sat","D","BOS07","Win","BOS","Away",7,0.27,37,10,3,0,0,6,0,0,0,2,0,5,0,0,0,5,5,2,1,0,6,1,1,0,0,2,0.243,37,9,0,0,1,2,0,0,2,0,0,11,0,0,0,10,4,6,1,0,9,1,0,1,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"3",20200726,"2020","07","26","Sun","D","BOS07","Win","BOS","Away",7,0.303,33,10,3,0,2,7,1,1,0,8,0,4,0,1,0,9,4,4,0,0,11,1,0,1,0,4,0.206,34,7,1,0,2,4,0,0,0,0,0,6,0,0,1,3,5,7,0,0,8,0,0,1,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"4",20200729,"2020","07","29","Wed","N","BAL12","Loss","NYA","Home",3,0.156,32,5,3,0,1,3,0,0,0,4,0,10,0,0,0,6,5,8,2,0,8,2,0,0,0,9,0.242,33,8,1,0,3,8,0,1,1,5,0,12,0,0,0,6,4,3,0,0,4,0,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"5",20200730,"2020","07","30","Thu","N","BAL12","Loss","NYA","Home",6,0.188,32,6,0,0,3,6,0,0,1,4,0,8,1,0,1,4,6,8,0,0,8,0,0,2,0,8,0.265,34,9,2,0,2,8,0,0,3,3,0,10,0,0,2,5,4,6,0,0,5,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"6",20200731,"2020","07","31","Fri","N","BAL12","Win","TBA","Home",6,0.333,36,12,2,0,3,5,1,0,0,2,0,9,1,0,1,9,6,3,0,0,11,0,0,1,0,3,0.188,32,6,5,0,1,3,0,0,1,5,0,11,0,0,1,8,6,5,1,0,9,2,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"7",20200801,"2020","08","01","Sat","N","BAL12","Win","TBA","Home",5,0.211,38,8,0,0,1,5,1,1,0,5,1,11,2,1,0,10,6,2,1,0,11,1,0,2,0,4,0.2,40,8,0,0,1,4,0,0,0,4,0,10,0,0,0,9,6,4,1,0,8,1,1,0,0,"Baltimore","Post-breeding Migratory",39.2908816,-76.610759,"In Range"
"8",20200802,"2020","08","02","Sun","D","BAL12","Win","TBA","Home",5,0.343,35,12,2,0,2,5,0,0,1,3,0,8,1,0,0,10,4,1,0,0,6,0,0,0,0,1,0.182,33,6,0,0,1,1,0,0,0,0,0,10,0,0,0,5,4,5,1,0,10,1,0,0,0,"Baltimore","Post-breeding Migratory",39.2908816,-76.610759,"In Range"
"9",20200804,"2020","08","04","Tue","N","BAL12","Loss","MIA","Home",0,0.1,30,3,1,0,0,0,0,0,0,1,0,11,1,0,0,4,4,3,1,0,11,1,0,1,0,4,0.182,33,6,1,0,2,3,0,0,0,2,0,6,1,0,1,4,5,0,0,0,9,0,0,0,0,"Baltimore","Post-breeding Migratory",39.2908816,-76.610759,"In Range"
"10",20200805,"2020","08","05","Wed","N","BAL12","Loss","MIA","Home",0,0.13,23,3,1,0,0,0,0,0,2,2,0,7,0,0,1,6,2,1,0,0,7,2,0,0,0,1,0.08,25,2,0,0,1,1,0,0,0,4,0,11,0,0,0,7,4,0,1,0,5,0,0,1,0,"Baltimore","Post-breeding Migratory",39.2908816,-76.610759,"In Range"
"11",20200805,"2020","08","05","Wed","D","BAL12","Loss","MIA","Away",1,0.167,24,4,1,0,0,1,0,0,0,4,0,7,0,0,1,6,2,2,0,0,6,0,0,0,0,2,0.19,21,4,1,0,0,2,0,1,0,1,0,4,1,0,0,3,5,1,0,0,6,0,0,1,0,"Miami","Post-breeding Migratory",25.7741728,-80.19362,"Out of Range"
"12",20200806,"2020","08","06","Thu","N","BAL12","Loss","MIA","Away",7,0.278,36,10,3,1,4,7,0,1,1,1,0,6,0,0,1,5,5,8,0,1,7,2,0,0,0,8,0.333,33,11,2,1,1,7,0,2,2,1,0,6,2,0,0,6,5,7,0,0,7,1,0,1,0,"Miami","Post-breeding Migratory",25.7741728,-80.19362,"Out of Range"
"13",20200807,"2020","08","07","Fri","N","WAS11","Win","WAS","Away",11,0.413,46,19,7,0,1,11,0,1,0,5,0,9,0,0,0,14,3,0,0,0,15,0,0,1,0,0,0.133,30,4,1,0,0,0,0,0,1,1,0,3,0,0,1,5,5,11,0,0,6,1,1,0,0,"Washington, DC","Post-breeding Migratory",38.8950368,-77.0365427,"In Range"
"14",20200808,"2020","08","08","Sat","N","WAS11","Win","WAS","Away",5,0.156,32,5,0,0,3,5,0,0,1,2,0,9,1,1,0,3,6,2,1,0,7,1,0,1,0,3,0.219,32,7,1,0,1,3,0,1,0,4,0,11,0,1,1,7,6,5,0,0,6,1,0,1,0,"Washington, DC","Post-breeding Migratory",38.8950368,-77.0365427,"In Range"
"15",20200809,"2020","08","09","Sun","N","WAS11","Win","WAS","Away",6,0.235,34,8,1,0,0,6,0,0,0,3,0,8,0,0,1,4,7,2,0,0,9,0,0,2,0,2,0.194,31,6,3,0,1,2,0,0,1,6,0,10,0,0,2,9,5,6,0,0,8,0,1,1,0,"Washington, DC","Post-breeding Migratory",38.8950368,-77.0365427,"In Range"
"16",20200811,"2020","08","11","Tue","N","PHI13","Win","PHI","Away",10,0.372,43,16,6,0,1,10,0,0,0,3,1,6,0,2,0,7,8,7,0,0,12,1,1,0,0,9,0.262,42,11,0,1,3,9,0,0,0,5,0,9,0,0,0,9,6,9,0,0,13,1,0,1,0,"Philadelphia","Post-breeding Migratory",39.9527237,-75.1635262,"In Range"
