"","Date","Year","Month","Day_num","Day","DayNight","ParkID","game_result","opponent","home_away","bal_runs","bal_BA","bal_AB","bal_H","bal_doubles","bal_triples","bal_HR","bal_RBI","bal_sac_hits","bal_sac_fly","bal_HBP","bal_BB","bal_IBB","bal_hitters_K","bal_SB","bal_CS","bal_GDP","bal_LOB","bal_num_pitchers","bal_team_ER","bal_WP","bal_balks","bal_assists","bal_errors","bal_pass_balls","bal_double_play","bal_triple_play","opp_runs","opp_BA","opp_AB","opp_H","opp_doubles","opp_triples","opp_HR","opp_RBI","opp_sac_hits","opp_sac_fly","opp_HBP","opp_BB","opp_IBB","opp_hitters_K","opp_SB","opp_CS","opp_GDP","opp_LOB","opp_num_pitchers","opp_team_ER","opp_WP","opp_balks","opp_assists","opp_errors","opp_pass_balls","opp_douple_play","opp_triple_play","city","bird_season","lat","long","range_flag"
"1",20190601,"2019","06","01","Sat","D","BAL12","Loss","SFN","Home",2,0.188,32,6,0,0,1,2,0,0,0,1,0,4,0,0,1,4,3,8,0,0,6,0,0,0,0,8,0.242,33,8,4,0,1,8,0,2,0,4,0,8,0,0,0,4,3,2,1,0,13,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"2",20190602,"2019","06","02","Sun","D","BAL12","Loss","SFN","Home",1,0.125,32,4,1,0,1,1,0,0,0,2,0,13,0,0,0,6,3,6,0,1,8,1,0,1,0,8,0.297,37,11,4,0,3,8,0,1,0,5,0,7,0,0,1,8,4,1,1,0,9,0,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"3",20190604,"2019","06","04","Tue","N","ARL02","Win","TEX","Away",12,0.395,38,15,1,0,5,12,0,1,0,4,0,5,2,1,1,4,7,9,1,0,8,4,0,1,0,11,0.341,41,14,3,0,1,10,0,1,1,5,0,12,1,0,1,10,4,12,2,0,12,0,0,1,0,"Dallas","Breeding",32.7762719,-96.7968559,"In Range"
"4",20190605,"2019","06","05","Wed","N","ARL02","Loss","TEX","Away",1,0.186,43,8,0,0,1,1,0,0,2,3,0,14,2,0,1,11,5,2,0,0,11,0,1,1,0,2,0.209,43,9,2,0,0,2,0,0,2,2,0,9,1,0,1,10,6,1,0,0,8,1,0,1,0,"Dallas","Breeding",32.7762719,-96.7968559,"In Range"
"5",20190606,"2019","06","06","Thu","N","ARL02","Loss","TEX","Away",3,0.25,32,8,2,0,1,3,1,0,1,2,0,11,1,0,2,6,2,3,0,0,12,1,0,1,0,4,0.276,29,8,1,0,1,3,0,1,0,2,0,5,1,1,1,4,4,3,0,0,8,0,0,2,0,"Dallas","Breeding",32.7762719,-96.7968559,"In Range"
"6",20190607,"2019","06","07","Fri","N","HOU03","Loss","HOU","Away",3,0.128,39,5,1,0,1,3,0,0,1,0,0,17,0,0,0,4,5,4,0,0,15,2,0,1,0,4,0.162,37,6,1,0,2,4,0,0,1,4,0,6,2,0,1,6,3,1,0,1,7,1,0,0,0,"Houston","Breeding",29.7589382,-95.3676974,"Out of Range"
"7",20190608,"2019","06","08","Sat","D","HOU03","Win","HOU","Away",4,0.229,35,8,1,0,2,3,0,0,1,1,0,9,0,0,0,6,3,1,0,0,15,0,0,1,0,1,0.138,29,4,0,0,0,1,0,1,0,2,0,5,0,0,0,4,3,3,0,0,16,1,0,0,0,"Houston","Breeding",29.7589382,-95.3676974,"Out of Range"
"8",20190609,"2019","06","09","Sun","D","HOU03","Loss","HOU","Away",0,0.2,30,6,0,0,0,0,0,0,0,4,0,8,0,1,2,7,3,3,0,0,3,2,0,0,0,4,0.179,28,5,0,0,1,4,0,1,1,3,0,8,1,1,0,5,5,0,0,0,12,0,0,2,0,"Houston","Breeding",29.7589382,-95.3676974,"Out of Range"
"9",20190611,"2019","06","11","Tue","N","BAL12","Win","TOR","Home",4,0.333,33,11,6,0,0,4,0,0,0,4,0,7,0,1,1,9,5,2,0,0,6,1,0,1,0,2,0.161,31,5,1,0,1,2,0,0,0,4,0,13,0,0,1,6,4,4,0,0,9,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"10",20190612,"2019","06","12","Wed","N","BAL12","Loss","TOR","Home",6,0.25,32,8,2,1,1,5,0,0,1,7,0,7,0,1,1,7,5,3,2,0,8,1,0,0,0,8,0.263,38,10,3,0,1,7,0,0,0,6,0,9,2,0,0,9,7,6,2,0,16,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
